s,Title,Entry ID,Entry Name,Date Added,Date Modified,chembl_id,chembl_pref_name,chiral flag,version,ct enhanced stereo status,Source Path,Source File,Source File Index,Chirality 1,source file,source file index,mmshare version,flags,input,cmdline,Ionization Penalty,Ionization Penalty Charging,Ionization Penalty Neutral,State Penalty,Charging Adjusted Penalty,Tot Q,Tot abs Q,Force Field,Energy,Chiralities Consistent,Variant,Job Name,Chemistry Notes,EZ 1,EZ 2,tautomer probability,EZ 3,EZ 4,Chirality 2,PDB TITLE,PDB ID,PDB CRYST1 a,PDB CRYST1 b,PDB CRYST1 c,PDB CRYST1 alpha,PDB CRYST1 beta,PDB CRYST1 gamma,PDB CRYST1 Space Group,PDB CRYST1 z,PDB CLASSIFICATION,PDB DEPOSITION DATE,PDB format version,PDB R,PDB Rfree,PDB RESOLUTION,PDB EXPDTA,PDB EXPDTA TEMPERATURE,PDB REMARK 350 Biomolecule 1 Transform 1 Chains,PDB REMARK 350 Biomolecule 1 Transform 1 Matrix 1,entry id backup,prepared,prepared with version,assigned bond orders,added hydrogens,treated metals,created disulfur,converted selenomethionines,deleted far waters,EXECUTE FUNCTION Input Structure Hash,GSGTC Seq,GSGTC Homology Source,GSGTC Homology Stemres,GSGTC Homology Loopres,GSGTC Homology Seq,GSGTC Homology Similarity,GSGTC Homology Stem Dist,GSGTC Homology Stem Beta,GSGTC Homology Stem Gamma,Potential Energy-OPLS3e,RMS Derivative-OPLS3e,Minimization Converged-OPLS3e,het states,ran protassign,removed non hbond waters,Potential Energy-OPLS3e-1,RMS Derivative-OPLS3e-1,Max Derivative-OPLS3e,Stretch Energy-OPLS3e,Bend Energy-OPLS3e,LJ-14 Energy-OPLS3e,El-14 Energy-OPLS3e,Van der Waals Energy-OPLS3e,Electrostatic Energy-OPLS3e,Dihedral Energy-OPLS3e,target temperature,ran impref,Chirality 3,Chirality 4,Chirality 5,Chirality 6,Chirality 7,grid version,gridbox xcent,gridbox ycent,gridbox zcent,gridbox xrange,gridbox yrange,gridbox zrange,gridbox ligxrange,gridbox ligyrange,gridbox ligzrange,receptor,glide gridfile,glide lignum,glide rotatable bonds,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide metal,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,glide confnum,glide posenum,glide eff state penalty,box ax,box ay,box az,box bx,box by,box bz,box cx,box cy,box cz,ct type,original cms file,EZ 5,AtomNumChirality 1,AtomNumChirality 2
,ligprep_map2k-esm1_ligands.maegz:2,325,esm1_map2k.2,17-08-2021 17:29,17-08-2021 17:29,CHEMBL1852770,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1_map2k,esm1_map2k.sdf,2,,ligprep_map2k-esm1_ligands.maegz,2,46012,0,W0NIM11OPUMxW0NIXT1bQ0hdQyhbQ0hdPVtDSF0xKT1DKGMyW2NIXVtjSF1jKFtjSF1bY0hdMilOKFtDSDNdKVtDSDNdKWMzW2NIXVtjSF1jKFtjSF1bY0hdMylOKFtDSDNdKVtDSDNd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,2.242,2.1966,0.0454,2.385,4.582,1,1,OPLS3e,88.208,TRUE,ligprep_map2k-esm1_ligands.maegz:2-3,glide-dock_SP_esm1b-map2k,This compound has an imine and may undergo hydrolysis.,3_4_5_6_Z,6_26_27_3_Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,5,4,-2.717,-0.101,-0.302,-0.633,-5.102,-2.187,0,0,-1.298,-35.122,-1.04,0.298,-0.003,-46.644,-36.162,1.196,1,322,2.385,,,,,,,,,,,,,,
,ligprep_map2k-esm1_ligands.maegz:39,326,esm1_map2k.39,17-08-2021 17:29,17-08-2021 17:29,CHEMBL1187,PHOSPHORIC ACID,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1_map2k,esm1_map2k.sdf,39,,ligprep_map2k-esm1_ligands.maegz,39,46012,0,W09IXVAoPU8pKFtPSF0pW09IXQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.5171,0.0001,1.517,1.6085,1.609,-1,1,OPLS3e,-10.419,TRUE,ligprep_map2k-esm1_ligands.maegz:39-2,glide-dock_SP_esm1b-map2k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,79,2,-2.714,-0.543,-0.928,-1.04,-4.322,0,-0.171,0,-2.25,-7.443,-10.196,0,0,-24.658,-17.639,0.02,1,310,1.609,,,,,,,,,,,,,,
,ligprep_map2k-esm1_ligands.maegz:23,327,esm1_map2k.23,17-08-2021 17:29,17-08-2021 17:29,CHEMBL285665,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1_map2k,esm1_map2k.sdf,23,1_S_4_3_7_25,ligprep_map2k-esm1_ligands.maegz,23,46012,0,Tz1QKFtPSF0pKFtPSF0pT04xW0NIXT1bQ0hdW0NIXT1DKFtDQEBIXTEyKVtDSF09W0NIXVtDSF09QzJbT0hd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,3.2006,2.9514,0.2492,2.6699,5.621,-1,3,OPLS3e,-7.507,TRUE,ligprep_map2k-esm1_ligands.maegz:23-5,glide-dock_SP_esm1b-map2k,This compound has a N-S or N-O group and may undergo hydrolysis at high or low pH.,3_5_11_8_Z,16_6_13_10_E,,1_7_8_11_Z,13_10_12_5_Z,3_R_1_6_5_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,48,3,-2.703,-0.169,-0.426,-0.717,-5.373,-1.529,-0.13,0,-1.808,-20.717,-7.77,0.296,0,-43.06,-28.487,0.541,1,322,2.67,,,,,,,,,,,,,,
,ligprep_map2k-esm1_ligands.maegz:22,328,esm1_map2k.22,17-08-2021 17:29,17-08-2021 17:29,CHEMBL1790020,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1_map2k,esm1_map2k.sdf,22,,ligprep_map2k-esm1_ligands.maegz,22,46012,0,W0NIXTE9W0NIXUMoPU5bQ0gzXSlbQ0hdPVtDSF1DMT1DKGMyW2NIXVtjSF1jKE4oW0NIM10pW0NIM10pW2NIXVtjSF0yKWMzW2NIXVtjSF1jKE4oW0NIM10pW0NIM10pW2NIXVtjSF0z,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.6029,1.5933,0.0097,1.7017,3.295,1,1,OPLS3e,92.394,TRUE,ligprep_map2k-esm1_ligands.maegz:22-2,glide-dock_SP_esm1b-map2k,This compound has an imine and may undergo hydrolysis.,1_3_5_7_Z,1_4_6_7_Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,42,4,-2.61,-0.097,-0.29,-0.607,-4.311,-1.194,0,0,-1.032,-35.423,-3.685,0.298,-0.06,-46.233,-39.108,2.585,1,333,1.702,,,,,,,,,,,,,,
,ligprep_map2k-esm1_ligands.maegz:2,329,esm1_map2k.2,17-08-2021 17:29,17-08-2021 17:29,CHEMBL1852770,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1_map2k,esm1_map2k.sdf,2,,ligprep_map2k-esm1_ligands.maegz,2,46012,0,W0NIM11OPUMxW0NIXT1bQ0hdQyhbQ0hdPVtDSF0xKT1DKGMyW2NIXVtjSF1jKFtjSF1bY0hdMilOKFtDSDNdKVtDSDNdKWMzW2NIXVtjSF1jKFtjSF1bY0hdMylOKFtDSDNdKVtDSDNd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.6029,1.5933,0.0097,1.7124,3.306,1,1,OPLS3e,92.467,TRUE,ligprep_map2k-esm1_ligands.maegz:2-2,glide-dock_SP_esm1b-map2k,This compound has an imine and may undergo hydrolysis.,3_4_5_6_Z,6_26_27_3_Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,4,4,-2.581,-0.096,-0.287,-0.601,-4.293,-1.192,0,0,-1.003,-35.351,-3.787,0.298,-0.061,-46.165,-39.138,2.585,1,333,1.712,,,,,,,,,,,,,,
,ligprep_map2k-esm1_ligands.maegz:23,330,esm1_map2k.23,17-08-2021 17:29,17-08-2021 17:29,CHEMBL285665,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1_map2k,esm1_map2k.sdf,23,1_S_4_3_7_24,ligprep_map2k-esm1_ligands.maegz,23,46012,0,Tz1QKFtPSF0pKFtPSF0pT04xW0NIXT1bQ0hdW0NIXT1DKFtDQEBIXTEyKVtDSF09W0NIXVtDSF09QzJbT0hd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.9032,0.9032,0,2.5643,3.468,-2,4,OPLS3e,-6.123,TRUE,ligprep_map2k-esm1_ligands.maegz:23-4,glide-dock_SP_esm1b-map2k,This compound has a N-S or N-O group and may undergo hydrolysis at high or low pH.,3_5_11_8_Z,16_6_13_10_E,,1_7_8_11_Z,13_10_12_5_Z,3_R_1_6_5_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,47,2,-2.502,-0.156,-0.394,-0.663,-5.067,-0.783,-0.36,0,-1.765,-20.189,-7.662,0,0,-43.554,-27.851,0.23,1,379,2.564,,,,,,,,,,,,,,
,ligprep_map2k-esm1_ligands.maegz:39,331,esm1_map2k.39,17-08-2021 17:29,17-08-2021 17:29,CHEMBL1187,PHOSPHORIC ACID,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1_map2k,esm1_map2k.sdf,39,,ligprep_map2k-esm1_ligands.maegz,39,46012,0,W09IXVAoPU8pKFtPSF0pW09IXQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.0478,0.0477,0.0001,0.0406,0.088,-2,2,OPLS3e,-8.847,TRUE,ligprep_map2k-esm1_ligands.maegz:39-1,glide-dock_SP_esm1b-map2k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,78,1,-2.246,-0.449,-0.768,-0.861,-2.286,0,-0.098,0,-2.25,-6.747,-6.025,1.303,0,-17.506,-12.772,0.025,2,104,0.041,,,,,,,,,,,,,,
,5Z1D - minimized,568,5z1d.1,18-08-2021 07:49,18-08-2021 07:49,,,,,,/home/titan7/yogesh/DNNDR2_MD/structures/new_proteins,5z1d.pdb,1,,,,,,,,,,,,,,,,,,,glide-dock_SP_map2k-esm1v_ligands,,,,,,,,MAP2K7 C276S MUTANT-INHIBITOR,5Z1D,54.584,63.827,88.458,90,90,90,P 21 21 21,4,TRANSFERASE,26-Dec-17,3.3,0.192,0.258,2.28,X-RAY DIFFRACTION,95,A,1.000000 0.000000 0.000000   0.000000;0.000000 1.000000 0.000000   0.000000;0.000000 0.000000 1.000000   0.000000,194,TRUE,2019-2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,dc01dc51d6cc103619cbd5ebd7a803f104376c5477966bffb8595acd,GSGTC,2IZ6,A:43_A:49,A:44_A:48,GRSLG,0.2,9.28,85.74,73.13,9068.006,0.196,TRUE,eJztVbFS6zAQ/BWNa2Kk0/nOho6KlqFkKDJARV5CEQomk39HOtlsYmICBW/em0mqy0r23u2upU0Vqgt3l37ckp45f3/mctmi7D7K6FEGlIQyomSUDUpBCbYItgg2BhuDjcHGYGOwMdgYbGxsue4HLTMSxi2Thl0gDxmgQhGAIECZPUCGogDtAYod0QAGwAY0eKQALXY0BggAGV5K0K7ItgfwTmPWelYzQNiiaYC8e4/0AGZhm4VByzYLYxa21rP4+4DgERneEbIRvvY+dbapcocpg/Z/mxbrrkv01e16vn5yL0/L+WL9ZsvBPT/MF+d/VotLdz27Wi0f3cPqdbm+cHTpbtKWyvw9Jfl/TnJW5VO0jyeZIG+RczLahBSOkkxwYCLJAW4MX0NCqE6qxhJl9inKBUhZnoV+aZzmvGMyzWFIc3p3RR/HsyAkgpAIQiIIiSCSgkgKIqmIpCKSikgq2BRsCjYFm+5GUkxPQTZ6oB0BCk/EBBYoLhYWgeJiiouOAWRDdMxiYVGERS0sii9BLQqKsGhpDK2rNabNGMCh1gNDFALVvpVEsTH3ff9vbH/e1n37NPuW8eH3jZ+Fk/OTzvuafCbOxlOtXTx4h9H0HRYPuB6Ouf4XPveT61+63lG+DYrrXhs+5HpHP3L9XzjkT65/dcrXLHbhb3PdxLzw6YhPe464Pgvpit++A7c58N0=,TRUE,TRUE,-1136.868,0.116,3.556,131.582,673.811,1417.605,498.316,-2755.317,-1696.741,498.513,298,TRUE,,,,,,83012,12.386,-4.72,-14.149,23.502,23.502,23.502,10,10,10,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ligprep_map2k-esm1v_ligands.maegz:27,569,esm1v_map2k.27,18-08-2021 07:49,18-08-2021 07:49,CHEMBL366308,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1v_map2k,esm1v_map2k.sdf,27,,ligprep_map2k-esm1v_ligands.maegz,27,46012,0,W2NIXTFbY0hdYyhPW0NIM10pW2NIXVtjSF1jMS1jMltuSF1uYyhjMjMpYzRjKEMzPU8pYyhbY0hdW2NIXVtjSF00KVtOSF1DKD1PKVtOSF1bTkhdQyg9TyljNVtjSF1jKFtOSDJdKWMoW09IXSlbY0hdW2NIXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.0173,0,0.0173,0.0125,0.013,0,0,OPLS3e,62.814,TRUE,ligprep_map2k-esm1v_ligands.maegz:27-1,glide-dock_SP_map2k-esm1v_ligands,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,36,9,-10.128,-0.281,-0.929,-2.21,-10.141,-3.947,-1.442,0,-1.245,-56.696,-7.907,0.606,-0.092,-98.511,-64.602,11.503,69,190,0.013,,,,,,,,,,,,,,
,ligprep_map2k-esm1v_ligands.maegz:36,570,esm1v_map2k.36,18-08-2021 07:49,18-08-2021 07:49,CHEMBL188005,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1v_map2k,esm1v_map2k.sdf,36,,ligprep_map2k-esm1v_ligands.maegz,36,46012,0,W2NIXTFbY0hdYyhPW0NIM10pW2NIXVtjSF1jMS1jMltuSF1uYyhjMjMpYzRjKEMzPU8pYyhbY0hdW2NIXVtjSF00KVtOSF1DKD1PKVtOSF1bTkhdQyg9TyljNVtjSF1bY0hdYyhbTkgyXSlbY0hdW2NIXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.0006,0,0.0006,0.0003,0,0,0,OPLS3e,56.705,TRUE,ligprep_map2k-esm1v_ligands.maegz:36-1,glide-dock_SP_map2k-esm1v_ligands,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,51,8,-9.207,-0.263,-0.86,-2.021,-9.207,-3.88,-1.147,0,-0.979,-54.406,-6.859,0.644,-0.097,-90.383,-61.265,12.398,123,157,0,,,,,,,,,,,,,,
,ligprep_map2k-esm1v_ligands.maegz:21,571,esm1v_map2k.21,18-08-2021 07:49,18-08-2021 07:49,CHEMBL184131,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1v_map2k,esm1v_map2k.sdf,21,,ligprep_map2k-esm1v_ligands.maegz,21,46012,0,W2NIXTFbY0hdYyhPW0NIM10pW2NIXVtjSF1jMS1jMltuSF1uYyhjMjMpYzRjKEMzPU8pYyhbY0hdW2NIXVtjSF00KVtOSF1DKD1PKVtOSF1bTkhdQyg9TyljNVtjSF1jKFtOSDJdKVtjSF1jKFtjSF01KVtOSDJd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.0009,0,0.0009,0.0004,0,0,0,OPLS3e,56.168,TRUE,ligprep_map2k-esm1v_ligands.maegz:21-1,glide-dock_SP_map2k-esm1v_ligands,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,27,8,-7.868,-0.219,-0.722,-1.717,-7.869,-3.13,-0.527,0,-1.166,-51.949,-6.38,0.608,-0.1,-82.373,-58.329,11.856,52,352,0,,,,,,,,,,,,,,
,ligprep_map2k-esm1v_ligands.maegz:18,572,esm1v_map2k.18,18-08-2021 07:49,18-08-2021 07:49,CHEMBL360644,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1v_map2k,esm1v_map2k.sdf,18,,ligprep_map2k-esm1v_ligands.maegz,18,46012,0,W2NIXTFbY0hdYyhPW0NIM10pW2NIXVtjSF1jMS1jMltuSF1uYyhjMjMpYzRjKEMzPU8pYyhbY0hdW2NIXVtjSF00KVtOSF1DKD1PKVtOSF1bTkhdQyg9TyljNVtjSF1jKFtOSDJdKVtjSF1bY0hdW2NIXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.0005,0,0.0005,0,0,0,0,OPLS3e,59.109,TRUE,ligprep_map2k-esm1v_ligands.maegz:18-1,glide-dock_SP_map2k-esm1v_ligands,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,24,8,-7.366,-0.21,-0.688,-1.617,-7.366,-2.829,-0.458,0,-0.886,-51.123,-7.878,0.644,-0.1,-82.182,-59.001,11.43,54,74,0,,,,,,,,,,,,,,
,ligprep_map2k-esm1v_ligands.maegz:27,573,esm1v_map2k.27,18-08-2021 07:49,18-08-2021 07:49,CHEMBL366308,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1v_map2k,esm1v_map2k.sdf,27,,ligprep_map2k-esm1v_ligands.maegz,27,46012,0,W2NIXTFbY0hdYyhPW0NIM10pW2NIXVtjSF1jMS1jMltuSF1uYyhjMjMpYzRjKEMzPU8pYyhbY0hdW2NIXVtjSF00KVtOSF1DKD1PKVtOSF1bTkhdQyg9TyljNVtjSF1jKFtOSDJdKWMoW09IXSlbY0hdW2NIXTU=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,2.1645,2.1523,0.0122,2.2922,4.445,-1,1,OPLS3e,67.082,TRUE,ligprep_map2k-esm1v_ligands.maegz:27-2,glide-dock_SP_map2k-esm1v_ligands,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,37,8,-6.725,-0.187,-0.617,-1.467,-9.017,-3.333,-0.637,0,-1.882,-50.639,-6.825,0.608,-0.217,-95.291,-57.464,7.281,21,325,2.292,,,,,,,,,,,,,,
,ligprep_map2k-esm1v_ligands.maegz:7,574,esm1v_map2k.7,18-08-2021 07:49,18-08-2021 07:49,CHEMBL287306,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1v_map2k,esm1v_map2k.sdf,7,,ligprep_map2k-esm1v_ligands.maegz,7,46012,0,Tz1QKFtPSF0pKFtPSF0pT2MxW2NIXWMoW0NIXT1PKVtjSF1bY0hdW2NIXTE=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.0734,0.0734,0,0.0645,0.138,-2,2,OPLS3e,5.591,TRUE,ligprep_map2k-esm1v_ligands.maegz:7-1,glide-dock_SP_map2k-esm1v_ligands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,9,3,-6.691,-0.515,-1.21,-1.877,-6.755,-0.861,-0.665,0,-2.986,-17.704,-11.779,0.408,0,-49.445,-29.483,1.077,2,286,0.065,,,,,,,,,,,,,,
,ligprep_map2k-esm1v_ligands.maegz:6,575,esm1v_map2k.6,18-08-2021 07:49,18-08-2021 07:49,CHEMBL2070710,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1v_map2k,esm1v_map2k.sdf,6,19_S_17_20_24_35,ligprep_map2k-esm1v_ligands.maegz,6,46012,0,W2NIXTFbY0hdYyhGKVtjSF1jKEYpYzEtYyhbY0hdYzJbTkhdQyg9TylbTkgyXSlzYzJDKD1PKVtOSF1bQ0BASF0zW0NIMl1bTkhdW0NIMl1bQ0gyXVtDSDJdMw==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.0004,0.0003,0,0.0002,0.001,1,1,OPLS3e,35.978,TRUE,ligprep_map2k-esm1v_ligands.maegz:6-1,glide-dock_SP_map2k-esm1v_ligands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,8,6,-6.661,-0.256,-0.759,-1.564,-6.661,-2.626,-0.486,0,-1.404,-35.671,-6.184,0.667,-0.101,-59.886,-41.854,6.428,163,377,0,,,,,,,,,,,,,,
,ligprep_map2k-esm1v_ligands.maegz:24,576,esm1v_map2k.24,18-08-2021 07:49,18-08-2021 07:49,CHEMBL2079179,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1v_map2k,esm1v_map2k.sdf,24,19_S_17_20_24_35,ligprep_map2k-esm1v_ligands.maegz,24,46012,0,W2NIXTFbY0hdYyhGKVtjSF1jKEYpYzEtYyhbY0hdYzJbTkhdQyg9TylbTkgyXSlzYzJDKD1PKVtOSF1bQ0BASF0zW0NIMl1bTkhdW0NIMl1bQ0gyXVtDSDJdMw==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.0004,0.0003,0,0.0002,0.001,1,1,OPLS3e,35.978,TRUE,ligprep_map2k-esm1v_ligands.maegz:24-1,glide-dock_SP_map2k-esm1v_ligands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,32,6,-6.661,-0.256,-0.759,-1.564,-6.661,-2.626,-0.486,0,-1.404,-35.671,-6.184,0.667,-0.101,-59.886,-41.854,6.428,163,377,0,,,,,,,,,,,,,,
,ligprep_map2k-esm1v_ligands.maegz:1,577,esm1v_map2k.1,18-08-2021 07:49,18-08-2021 07:49,CHEMBL2078783,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1v_map2k,esm1v_map2k.sdf,1,15_S_14_20_16_32,ligprep_map2k-esm1v_ligands.maegz,1,46012,0,W2NIXTFbY0hdYyhGKVtjSF1jKEYpYzEtYyhzYzJbTkhdQyg9TylbTkgyXSlbY0hdYzJDKD1PKVtOSF1bQ0BIXTNbQ0gyXVtDSDJdW0NIMl1bTkhdW0NIMl0z,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.0003,0.0003,0,0,0,1,1,OPLS3e,36.282,TRUE,ligprep_map2k-esm1v_ligands.maegz:1-1,glide-dock_SP_map2k-esm1v_ligands,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,1,6,-6.47,-0.249,-0.737,-1.519,-6.47,-2.144,-0.483,0,-1.867,-35.862,-5.098,0.667,-0.085,-53.037,-40.96,12.847,24,246,0,,,,,,,,,,,,,,
