s,Title,Entry ID,Entry Name,Date Added,Date Modified,chembl_id,chembl_pref_name,chiral flag,version,ct enhanced stereo status,Source Path,Source File,Source File Index,Chirality 1,source file,source file index,mmshare version,flags,input,cmdline,Ionization Penalty,Ionization Penalty Charging,Ionization Penalty Neutral,State Penalty,Charging Adjusted Penalty,Tot Q,Tot abs Q,Force Field,Energy,Chiralities Consistent,Variant,Job Name,Chemistry Notes,EZ 1,EZ 2,tautomer probability,EZ 3,EZ 4,Chirality 2,PDB TITLE,PDB ID,PDB CRYST1 a,PDB CRYST1 b,PDB CRYST1 c,PDB CRYST1 alpha,PDB CRYST1 beta,PDB CRYST1 gamma,PDB CRYST1 Space Group,PDB CRYST1 z,PDB CLASSIFICATION,PDB DEPOSITION DATE,PDB format version,PDB R,PDB Rfree,PDB RESOLUTION,PDB EXPDTA,PDB EXPDTA TEMPERATURE,PDB REMARK 350 Biomolecule 1 Transform 1 Chains,PDB REMARK 350 Biomolecule 1 Transform 1 Matrix 1,entry id backup,prepared,prepared with version,assigned bond orders,added hydrogens,treated metals,created disulfur,converted selenomethionines,deleted far waters,EXECUTE FUNCTION Input Structure Hash,GSGTC Seq,GSGTC Homology Source,GSGTC Homology Stemres,GSGTC Homology Loopres,GSGTC Homology Seq,GSGTC Homology Similarity,GSGTC Homology Stem Dist,GSGTC Homology Stem Beta,GSGTC Homology Stem Gamma,Potential Energy-OPLS3e,RMS Derivative-OPLS3e,Minimization Converged-OPLS3e,het states,ran protassign,removed non hbond waters,Potential Energy-OPLS3e-1,RMS Derivative-OPLS3e-1,Max Derivative-OPLS3e,Stretch Energy-OPLS3e,Bend Energy-OPLS3e,LJ-14 Energy-OPLS3e,El-14 Energy-OPLS3e,Van der Waals Energy-OPLS3e,Electrostatic Energy-OPLS3e,Dihedral Energy-OPLS3e,target temperature,ran impref,Chirality 3,Chirality 4,Chirality 5,Chirality 6,Chirality 7,grid version,gridbox xcent,gridbox ycent,gridbox zcent,gridbox xrange,gridbox yrange,gridbox zrange,gridbox ligxrange,gridbox ligyrange,gridbox ligzrange,receptor,glide gridfile,glide lignum,glide rotatable bonds,docking score,glide ligand efficiency,glide ligand efficiency sa,glide ligand efficiency ln,glide gscore,glide lipo,glide hbond,glide metal,glide rewards,glide evdw,glide ecoul,glide erotb,glide esite,glide emodel,glide energy,glide einternal,glide confnum,glide posenum,glide eff state penalty,box ax,box ay,box az,box bx,box by,box bz,box cx,box cy,box cz,ct type,original cms file,EZ 5,AtomNumChirality 1,AtomNumChirality 2
,ligprep_map2k-esm1b_ligands.maegz:20,227,esm1_map2k.20,17-08-2021 17:29,17-08-2021 17:29,CHEMBL24101,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,20,,ligprep_map2k-esm1_ligands.maegz,20,46012,0,Tz1QKFtPSF0pKFtPSF0pT2MoW2NIXVtjSF1bY0hdMSlbY0hdYzFDKD1PKU9bQ0gzXQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.2739,0,1.2739,1.3456,1.346,-1,1,OPLS3e,0.124,TRUE,ligprep_map2k-esm1_ligands.maegz:20-2,glide-dock_SP_map2k-esm1,This compound has an ester and may undergo hydrolysis at high or low pH.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,37,5,-5.302,-0.353,-0.872,-1.43,-6.647,-1.136,-0.449,0,-2.777,-22.775,-12.122,0.672,0,-50.498,-34.898,3.353,15,400,1.346,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:18,228,esm1_map2k.18,17-08-2021 17:29,17-08-2021 17:29,CHEMBL148732,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,18,7_S_8_9_4_21,ligprep_map2k-esm1_ligands.maegz,18,46012,0,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFbQ0hdKFAoPU8pKFtPSF0pW09IXSlQKD1PKShbT0hdKVtPSF0=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.1893,0.1892,0,0.1788,0.368,-3,3,OPLS3e,22.379,TRUE,ligprep_map2k-esm1_ligands.maegz:18-1,glide-dock_SP_map2k-esm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,32,4,-5.121,-0.341,-0.842,-1.381,-5.3,-0.282,-0.327,0,-1.711,-17.978,-14.775,0.197,-0.062,-49.105,-32.752,2.556,1,336,0.179,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:10,229,esm1_map2k.10,17-08-2021 17:29,17-08-2021 17:29,CHEMBL24124,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,10,,ligprep_map2k-esm1_ligands.maegz,10,46012,0,Tz1QKFtPSF0pKFtPSF0pT2MxW2NIXVtjSF1jKFtjSF1bY0hdMSlPW0NIM10=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.1086,0,1.1086,1.1664,1.166,-1,1,OPLS3e,3.743,TRUE,ligprep_map2k-esm1_ligands.maegz:10-2,glide-dock_SP_map2k-esm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,19,4,-5.051,-0.389,-0.914,-1.417,-6.218,-1.685,-0.16,0,-2.024,-18.411,-13.236,0.557,0,-46.308,-31.648,1.74,8,79,1.166,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:5,230,esm1_map2k.5,17-08-2021 17:29,17-08-2021 17:29,CHEMBL287555,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,5,,ligprep_map2k-esm1_ligands.maegz,5,46012,0,Tz1QKFtPSF0pKFtPSF0pT2MxW2NIXWMoW0NIM10pW2NIXVtjSF1bY0hdMQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.0821,0.0821,0,0.0728,0.155,-2,2,OPLS3e,2.85,TRUE,ligprep_map2k-esm1_ligands.maegz:5-1,glide-dock_SP_map2k-esm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,9,2,-5.048,-0.421,-0.963,-1.448,-5.12,-1.577,-0.066,0,-2.224,-17.539,-5.58,0.46,0,-36.238,-23.119,0.419,4,213,0.073,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:17,231,esm1_map2k.17,17-08-2021 17:29,17-08-2021 17:29,CHEMBL287275,FOSFOSAL,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,17,,ligprep_map2k-esm1_ligands.maegz,17,46012,0,Tz1QKFtPSF0pKFtPSF0pT2MoYzFDKD1PKVtPSF0pW2NIXVtjSF1bY0hdW2NIXTE=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.2744,0.0005,1.2739,1.3456,1.346,-2,2,OPLS3e,12.317,TRUE,ligprep_map2k-esm1_ligands.maegz:17-2,glide-dock_SP_map2k-esm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,31,4,-4.945,-0.353,-0.851,-1.359,-6.29,-1.435,-0.16,0,-2.294,-13.309,-14.923,0.502,0,-43.718,-28.231,4.628,3,203,1.346,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:19,232,esm1_map2k.19,17-08-2021 17:29,17-08-2021 17:29,CHEMBL24164,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,19,,ligprep_map2k-esm1_ligands.maegz,19,46012,0,Tz1QKFtPSF0pKFtPSF0pT2MxW2NIXVtjSF1jKFtDSDNdKVtjSF1bY0hdMQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.1975,0,1.1975,1.2628,1.263,-1,1,OPLS3e,-3.173,TRUE,ligprep_map2k-esm1_ligands.maegz:19-2,glide-dock_SP_map2k-esm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,35,3,-4.938,-0.412,-0.942,-1.417,-6.201,-1.673,-0.16,0,-2.219,-16.975,-12.926,0.638,0,-42.847,-29.902,2.486,1,228,1.263,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:21,233,esm1_map2k.21,17-08-2021 17:29,17-08-2021 17:29,CHEMBL24648,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,21,2_R_1_8_3_15,ligprep_map2k-esm1_ligands.maegz,21,46012,0,Tz1QKFtPSF0pKFtPSF0pW0NAQEhdKFtPSF0pYzFjKE9bQ0gzXSlbY0hdW2NIXVtjSF1bY0hdMQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.5924,0.5924,0,0.6061,1.198,-2,2,OPLS3e,27.384,TRUE,ligprep_map2k-esm1_ligands.maegz:21-2,glide-dock_SP_map2k-esm1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,39,4,-4.846,-0.346,-0.834,-1.332,-5.452,-1.657,-0.11,0,-2.027,-19.838,-6.828,0.359,0,-41.896,-26.666,3.379,3,344,0.606,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:17,234,esm1_map2k.17,17-08-2021 17:29,17-08-2021 17:29,CHEMBL287275,FOSFOSAL,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,17,,ligprep_map2k-esm1_ligands.maegz,17,46012,0,Tz1QKFtPSF0pKFtPSF0pT2MoYzFDKD1PKVtPSF0pW2NIXVtjSF1bY0hdW2NIXTE=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.074,0.074,0,0.0645,0.139,-3,3,OPLS3e,21.638,TRUE,ligprep_map2k-esm1_ligands.maegz:17-1,glide-dock_SP_map2k-esm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,30,3,-4.738,-0.338,-0.816,-1.302,-4.802,-0.804,-0.16,0,-2.393,-17.498,-6.214,0.362,0,-41.371,-23.713,0.288,1,96,0.065,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:7,235,esm1_map2k.7,17-08-2021 17:29,17-08-2021 17:29,CHEMBL25950,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,7,,ligprep_map2k-esm1_ligands.maegz,7,46012,0,Tz1QKFtPSF0pKFtPSF0pQyg9TylbTkhdYyhbY0hdYzFPW0NIM10pW2NIXWMoT1tDSDNdKWMxT1tDSDNd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.246,0,1.246,1.3154,1.315,-1,1,OPLS3e,29.61,TRUE,ligprep_map2k-esm1_ligands.maegz:7-2,glide-dock_SP_map2k-esm1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,14,7,-4.722,-0.249,-0.663,-1.197,-6.037,-1.561,-0.506,0,-1.38,-22.745,-13.371,0.649,-0.096,-52.76,-36.116,3.372,12,45,1.315,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:16,236,esm1_map2k.16,17-08-2021 17:29,17-08-2021 17:29,CHEMBL1170802,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,16,,ligprep_map2k-esm1_ligands.maegz,16,46012,0,W09IXVtDSDJdW0NIMl1PW05IXUMoPU8pYyhbY0hdMSljKFtjSF1uMUMoPU8pW0NIM10pW05IXWMyW2NIXVtjSF1jKEkpW2NIXWMyRg==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0,0,0,0,0,0,0,OPLS3e,30.38,TRUE,ligprep_map2k-esm1_ligands.maegz:16-1,glide-dock_SP_map2k-esm1,This compound has a N-S or N-O group and may undergo hydrolysis at high or low pH.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,29,9,-4.683,-0.195,-0.563,-1.121,-4.683,-1.204,-0.206,0,-0.656,-36.592,-9.062,0.701,-0.128,-58.635,-45.654,3.626,10,152,0,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:2,237,esm1_map2k.2,17-08-2021 17:29,17-08-2021 17:29,CHEMBL1169996,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,2,,ligprep_map2k-esm1_ligands.maegz,2,46012,0,W09IXVtDSDJdW0NIMl1bQ0gyXU9bTkhdQyg9TyljKFtjSF0xKWMobihbQ0gzXSljMUMoPU8pW0NIM10pW05IXWMyW2NIXVtjSF1jKEkpW2NIXWMyRg==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0,0,0,0,0,0,0,OPLS3e,32.726,TRUE,ligprep_map2k-esm1_ligands.maegz:2-1,glide-dock_SP_map2k-esm1,This compound has a N-S or N-O group and may undergo hydrolysis at high or low pH.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,4,10,-4.652,-0.179,-0.53,-1.092,-4.652,-0.901,-0.308,0,-0.406,-32.81,-13.289,0.717,-0.119,-54.725,-46.099,11.639,70,28,0,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:5,238,esm1_map2k.5,17-08-2021 17:29,17-08-2021 17:29,CHEMBL287555,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,5,,ligprep_map2k-esm1_ligands.maegz,5,46012,0,Tz1QKFtPSF0pKFtPSF0pT2MxW2NIXWMoW0NIM10pW2NIXVtjSF1bY0hdMQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.2117,0,1.2117,1.2782,1.278,-1,1,OPLS3e,-2.385,TRUE,ligprep_map2k-esm1_ligands.maegz:5-2,glide-dock_SP_map2k-esm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,10,3,-4.63,-0.386,-0.883,-1.329,-5.909,-1.479,-0.16,0,-2.232,-16.753,-12.257,0.638,0,-41.282,-29.009,2.418,8,357,1.278,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:21,239,esm1_map2k.21,17-08-2021 17:29,17-08-2021 17:29,CHEMBL24648,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,21,2_R_1_8_3_15,ligprep_map2k-esm1_ligands.maegz,21,46012,0,Tz1QKFtPSF0pKFtPSF0pW0NAQEhdKFtPSF0pYzFjKE9bQ0gzXSlbY0hdW2NIXVtjSF1bY0hdMQ==,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.2718,0,0.2718,0.264,0.264,-1,1,OPLS3e,17.779,TRUE,ligprep_map2k-esm1_ligands.maegz:21-1,glide-dock_SP_map2k-esm1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,38,5,-4.6,-0.329,-0.792,-1.264,-4.864,-0.771,-0.189,0,-1.929,-18.487,-11.75,0.712,0,-38.264,-30.236,6.697,6,295,0.264,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:23,240,esm1_map2k.23,17-08-2021 17:29,17-08-2021 17:29,CHEMBL1169813,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,23,,ligprep_map2k-esm1_ligands.maegz,23,46012,0,W09IXVtDSDJdW0NIMl1PW05IXUMoPU8pYyhbY0hdMSljKGMoW0NIM10pbjFDKD1PKVtDSDNdKVtOSF1jMltjSF1bY0hdYyhJKVtjSF1jMkY=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0,0,0,0,0,0,0,OPLS3e,36.506,TRUE,ligprep_map2k-esm1_ligands.maegz:23-1,glide-dock_SP_map2k-esm1,This compound has a N-S or N-O group and may undergo hydrolysis at high or low pH.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,41,9,-4.518,-0.181,-0.528,-1.071,-4.518,-1.042,-0.22,0,-0.413,-38.148,-9.905,0.663,-0.112,-58.142,-48.052,10.018,65,393,0,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:18,241,esm1_map2k.18,17-08-2021 17:29,17-08-2021 17:29,CHEMBL148732,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,18,,ligprep_map2k-esm1_ligands.maegz,18,46012,0,W2NIXTFbY0hdW2NIXVtjSF1bY0hdYzFbQ0hdKFAoPU8pKFtPSF0pW09IXSlQKD1PKShbT0hdKVtPSF0=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,0.7684,0,0.7684,0.7969,0.797,-2,2,OPLS3e,5.974,TRUE,ligprep_map2k-esm1_ligands.maegz:18-2,glide-dock_SP_map2k-esm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,33,5,-4.473,-0.298,-0.735,-1.206,-5.27,-0.271,-0.336,0,-1.704,-19.47,-15.467,0.392,-0.057,-48.565,-34.937,5.52,6,149,0.797,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:4,242,esm1_map2k.4,17-08-2021 17:29,17-08-2021 17:29,CHEMBL286678,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,4,,ligprep_map2k-esm1_ligands.maegz,4,46012,0,Tz1bQ0hdYzFbY0hdW2NIXVtjSF1bY0hdYzFPUCg9TykoW09IXSlbT0hd,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.2739,0,1.2739,1.3456,1.346,-1,1,OPLS3e,-0.978,TRUE,ligprep_map2k-esm1_ligands.maegz:4-2,glide-dock_SP_map2k-esm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,8,4,-4.181,-0.322,-0.756,-1.173,-5.526,-0.606,-0.16,0,-2.339,-16.667,-14.351,0.566,-0.002,-42.257,-31.018,3.957,3,358,1.346,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:8,243,esm1_map2k.8,17-08-2021 17:29,17-08-2021 17:29,CHEMBL25186,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,8,,ligprep_map2k-esm1_ligands.maegz,8,46012,0,W09IXVAoPU8pKFtPSF0pT2MxYyhbQ0hdPU8pW2NIXVtjSF1bY0hdYzFPW0NIM10=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.2739,0,1.2739,1.3456,1.346,-1,1,OPLS3e,5.724,TRUE,ligprep_map2k-esm1_ligands.maegz:8-2,glide-dock_SP_map2k-esm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,16,5,-3.966,-0.264,-0.652,-1.07,-5.312,-0.878,-0.295,0,-1.91,-19.248,-11.239,0.448,-0.028,-42.678,-30.487,2.056,2,209,1.346,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:14,244,esm1_map2k.14,17-08-2021 17:29,17-08-2021 17:29,CHEMBL279466,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,14,,ligprep_map2k-esm1_ligands.maegz,14,46012,0,Tz1QKFtPSF0pKFtPSF0pT2MxYyhbQ0hdPU8pW2NIXVtjSF1bY0hdYzFbQ0hdPU8=,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,1.2739,0,1.2739,1.3456,1.346,-1,1,OPLS3e,-3.287,TRUE,ligprep_map2k-esm1_ligands.maegz:14-2,glide-dock_SP_map2k-esm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,25,5,-3.922,-0.261,-0.645,-1.058,-5.268,-0.561,-0.279,0,-2.237,-19.69,-10.895,0.455,-0.026,-43.164,-30.585,1.472,4,306,1.346,,,,,,,,,,,,,,
,ligprep_map2k-esm1b_ligands.maegz:15,245,esm1_map2k.15,17-08-2021 17:29,17-08-2021 17:29,CHEMBL1790020,None,FALSE,0,2,/home/titan7/yogesh/DNNDR2_MD/structures/esm1b_map2k,esm1_map2k.sdf,15,,ligprep_map2k-esm1_ligands.maegz,15,46012,0,W0NIXTE9W0NIXUMoPU5bQ0gzXSlbQ0hdPVtDSF1DMT1DKGMyW2NIXVtjSF1jKE4oW0NIM10pW0NIM10pW2NIXVtjSF0yKWMzW2NIXVtjSF1jKE4oW0NIM10pW0NIM10pW2NIXVtjSF0z,J2VwaWtfcHl0aG9uJywgJy1waCcsICc3LjAnLCAnLXRuJywgJzgnLCAnLW1hJywgJzIwMCcsICctaW1hZScsICc8aW5maWxlLm1hZT4nLCAnLW9tYWUnLCAnPG91dGZpbGUubWFlPic=,2.242,2.1966,0.0454,2.3743,4.571,1,1,OPLS3e,88.228,TRUE,ligprep_map2k-esm1_ligands.maegz:15-3,glide-dock_SP_map2k-esm1,This compound has an imine and may undergo hydrolysis.,1_3_5_7_Z,1_4_6_7_Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,glide-grid_map2k,28,4,-2.73,-0.101,-0.303,-0.636,-5.104,-2.189,0,0,-1.298,-35.136,-1.034,0.298,-0.003,-46.657,-36.171,1.196,1,322,2.374,,,,,,,,,,,,,,
